"CITATIONS","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK TYPE","ROCK CLASS","ROCK TEXTURE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","ROCKS OF EL CHASCON, EL CERRILLO, CERRO ASPERO","-22.9","-23","-67.7","-67.8","SAE","","","s 44X","VOL","/ XENOLITH [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","28.5","","13.9","3.5","0.94","4","0.71","","","","0.54","3.42","","","","","","","","","","","","","","","","","","","0.70566","","","","","","","","","","","","","","","","","","","","","80373",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","ROCKS OF EL CHASCON, EL CERRILLO, CERRO ASPERO","-22.9","-23","-67.7","-67.8","SAE","","","s 40X","VOL","/ XENOLITH [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","37.5","","19.1","4.2","1.14","4.4","0.84","","","","0.65","3.9","","","","","","","","","","","","","","","","0.51232","","","0.70581","","","","","","","","","","","","","","","","","","","","","80374",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","ROCKS OF EL CHASCON, EL CERRILLO, CERRO ASPERO","-22.9","-23","-67.7","-67.8","SAE","","","s 63X","VOL","/ XENOLITH [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70587","","","","","","","","","","","","","","","","","","","","","80375",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","ROCKS OF EL CHASCON, EL CERRILLO, CERRO ASPERO","-22.9","-23","-67.7","-67.8","SAE","","","s 41X","VOL","/ XENOLITH [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","33.8","","19.4","4","0.99","4","0.7","","","","0.54","3.41","","","","","","","","","","","","","","","","0.512361","","","0.70584","","","","","","","","","","","","","","","","","","","","","80376",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","ROCKS OF EL CHASCON, EL CERRILLO, CERRO ASPERO","-22.9","-23","-67.7","-67.8","SAE","","","s 59X","VOL","/ XENOLITH [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70609","","","","","","","","","","","","","","","","","","","","","80377",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","SOUTH OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 1","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512417","","","","","","","","","","","","","","","","","","","","","","","","80380",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 2","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512472","","","","","","","","","","","","","","","","","","","","","","","","80381",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 3","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512556","","","","","","","","","","","","","","","","","","","","","","","","80382",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 4","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512518","","","","","","","","","","","","","","","","","","","","","","","","80383",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","SOUTH OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 7","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512462","","","","","","","","","","","","","","","","","","","","","","","","80384",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","SOUTH OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 9","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512467","","","","","","","","","","","","","","","","","","","","","","","","80385",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","50 KM WEST OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 10","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512297","","","","","","","","","","","","","","","","","","","","","","","","80386",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","50 KM WEST OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 25","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512257","","","","","","","","","","","","","","","","","","","","","","","","80387",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","50 KM WEST OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 26","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512245","","","","","","","","","","","","","","","","","","","","","","","","80388",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","SOUTH OF PURICO-CHASCON","-22.95","-22.95","-67.75","-67.75","SAE","","","s CH 29","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512505","","","","","","","","","","","","","","","","","","","","","","","","80389",
"[4253]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / PURICO-CHASCON / PACIFIC OCEAN","","-22.95","-22.95","-67.75","-67.75","SAE","","","s A2","VOL","/ DACITE [4253] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512449","","","","","","","","","","","","","","","","","","","","","","","","80390",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, Q.DEL CASTILLO","-26.2","-26.2","-70.625","-70.625","SAE","","","s I-22","PLU","/ MONZOGRANITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299","34.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.80443","","","","","","","","","","","","","","","","","","","","","80522",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, Q.DEL CASTILLO","-26.217","-26.217","-70.589","-70.589","SAE","","","s I-21","PLU","/ MONZOGRANITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","94.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73102","","","","","","","","","","","","","","","","","","","","","80524",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, CERRO SOLDADO","-26.155","-26.155","-70.658","-70.658","SAE","","","s I-15","MET","/ PARAGNEISS [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.3","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72224","","","","","","","","","","","","","","","","","","","","","80526",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, CERRO DEL VETADO","-26.338","-26.338","-70.476","-70.476","SAE","","","s II-15","PLU","/ MONZOGRANITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73222","","","","","","","","","","","","","","","","","","","","","80528",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, CERRO CASTILLO","-26.187","-26.187","-70.655","-70.655","SAE","","","s I-1","PLU","/ TONALITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70511","","","","","","","","","","","","","","","","","","","","","80530",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.392","-26.393","-70.52","-70.524","SAE","","","s IIIB-1","MET","/ QUARTZITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","22.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.74238","","","","","","","","","","","","","","","","","","","","","80532",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.4","-26.409","-70.486","-70.517","SAE","","","s IIIB-6","MET","/ QUARTZITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.5","39.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72495","","","","","","","","","","","","","","","","","","","","","80533",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.4","-26.409","-70.486","-70.517","SAE","","","s IIIB-24","MET","/ QUARTZITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7","110.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72448","","","","","","","","","","","","","","","","","","","","","80534",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.392","-26.393","-70.52","-70.524","SAE","","","s IIIB-33","MET","/ QUARTZITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6","103.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71999","","","","","","","","","","","","","","","","","","","","","80535",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.4","-26.409","-70.486","-70.517","SAE","","","s IIIB-25","MET","/ QUARTZITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.7","83.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72572","","","","","","","","","","","","","","","","","","","","","80536",
"[4254]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PACIFIC OCEAN","CHARNARAL AREA IN THE COASTAL RANGE, QUEBRADA  LAS ANIMAS","-26.4","-26.409","-70.486","-70.517","SAE","","","s IIIB-34","MET","/ PHYLLITE [4254] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","54.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75991","","","","","","","","","","","","","","","","","","","","","80537",
